source_id,source_id_edr3,in_SetA,in_SetB,n_cdips_sector,period,lspval,nequal,nclose,nfaint,ra,dec,ref_epoch,parallax,parallax_error,pmra,pmdec,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,radial_velocity,radial_velocity_error,subcluster,in_CG18,in_KC19,in_M21,(Bp-Rp)_0,is_phot_bin,is_astrm_bin,ruwe,Li_EW_mA_GaiaESO,Li_EW_mA_perr_GaiaESO,Li_EW_mA_merr_GaiaESO,Li_EW_mA_GALAH,Li_EW_mA_perr_GALAH,Li_EW_mA_merr_GALAH
5294557819603877888,5294557819603877888,1,1,3,5.982,0.2136,0,1,1,120.2591448577,-58.5899869911,2015.5,2.088,0.046,-4.194,10.096,16.103,16.954,15.2,,,halo,0,1,1,1.62,0,0,1.022,,,,,,
5290713652076611200,5290713652076611200,1,1,7,3.6458,0.2669,0,1,1,118.7746082448,-61.074813095,2015.5,2.416,0.012,-4.428,11.429,13.237,13.671,12.645,22.67,4.72,core,1,1,1,0.892,1,0,1.047,130.3,11.4,10.2,135.4,5.0,5.0
5290934791351568384,5290934791351568384,1,1,6,0.6513,0.578,0,1,3,118.7990331157,-60.4404741078,2015.5,2.286,0.033,-4.574,12.375,13.946,14.549,13.209,,,core,1,1,0,1.206,1,1,2.12,212.2,9.4,5.0,,,
5291015536736452736,5291015536736452736,1,1,3,5.8071,0.3755,0,1,1,118.165386806,-59.9800544852,2015.5,2.509,0.114,-6.58,11.102,13.946,14.477,13.264,,,halo,0,1,0,1.078,0,1,6.059,,,,,,
5290724647192847616,5290724647192847616,1,1,6,4.154,0.1048,0,1,1,119.3783055167,-60.7890343252,2015.5,2.358,0.057,-4.927,11.199,16.601,17.668,15.55,,,core,1,1,1,1.984,0,0,0.946,44.3,20.0,20.0,,,
5294175808031849472,5294175808031849472,1,1,3,6.2717,0.3673,0,1,1,119.191028258,-59.0000637788,2015.5,2.559,0.017,-4.726,11.473,14.087,14.646,13.382,,,halo,0,1,1,1.13,0,0,0.978,,,,,,
5294549504547382144,5294549504547382144,1,1,3,4.9213,0.3959,0,1,1,120.0694051106,-58.7114293264,2015.5,2.263,0.035,-4.392,9.717,13.759,14.248,13.113,,,halo,0,1,0,1.001,1,1,2.896,,,,,,
5290739937276199168,5290739937276199168,1,1,6,0.9803,0.5718,0,1,1,119.3006304143,-60.5524476671,2015.5,2.324,0.02,-4.894,10.649,14.353,14.888,13.667,,,core,1,1,1,1.086,0,0,1.002,218.2,5.8,5.0,,,
5290762752143565184,5290762752143565184,1,1,7,4.939,0.3842,0,1,1,119.9477869845,-60.9041920487,2015.5,2.457,0.017,-4.419,10.665,13.528,13.971,12.934,,,core,1,1,0,0.902,0,0,1.094,141.3,5.0,5.0,,,
5290717156769863296,5290717156769863296,1,1,7,0.3127,0.0814,0,1,2,118.967382022,-60.9009540755,2015.5,2.406,0.062,-3.773,11.196,16.926,18.072,15.853,,,core,1,1,0,2.085,0,0,1.056,31.1,21.0,30.0,,,
5290650705036608256,5290650705036608256,1,1,6,0.0564,0.1263,0,1,1,119.9147086772,-61.1943772921,2015.5,2.354,0.027,-4.276,11.5,10.852,11.047,10.542,,,core,1,1,1,0.371,0,0,0.926,,,,,,
5275605262798101888,5275605262798101888,1,1,9,5.8076,0.4261,0,1,1,120.7607034481,-64.8713554429,2015.5,2.373,0.016,-5.786,11.369,13.992,14.501,13.336,,,halo,0,1,0,1.031,0,0,1.069,,,,,,
5290770345645486976,5290770345645486976,1,1,6,2.3624,0.0862,0,1,1,119.9692329645,-60.6877276326,2015.5,2.338,0.024,-4.44,11.662,12.431,12.769,11.929,22.76,3.36,core,1,1,0,0.706,0,0,1.057,99.8,5.0,5.0,,,
5290710937657367808,5290710937657367808,1,1,6,0.8797,0.6369,0,1,1,118.9057728934,-61.069335914,2015.5,2.576,0.057,-2.4,11.861,14.097,14.757,13.308,,,halo,0,1,0,1.315,1,1,5.49,,,,,,
5290931286657993344,5290931286657993344,1,1,5,6.077,0.1107,0,1,2,118.9618700853,-60.4414352894,2015.5,2.482,0.049,-4.256,11.898,16.565,17.58,15.552,,,core,1,1,1,1.894,0,0,1.002,77.6,20.0,20.0,,,
5290793366670504320,5290793366670504320,1,1,5,4.6584,0.4028,0,1,1,121.1448192576,-60.4634668412,2015.5,2.471,0.014,-5.633,11.268,13.347,13.774,12.762,,,core,1,1,1,0.877,0,0,1.112,,,,,,
5289801401021895552,5289801401021895552,1,1,6,1.766,0.1562,0,1,1,120.0980871687,-62.0671241135,2015.5,2.335,0.031,-4.884,11.562,12.565,12.918,12.048,23.11,2.74,halo,0,1,1,0.736,0,0,1.043,,,,,,
5290719115275116288,5290719115275116288,1,1,7,1.0221,0.1861,0,1,1,119.19928397,-60.9471334123,2015.5,2.496,0.025,-2.722,11.56,10.739,10.945,10.413,,,core,1,1,0,0.398,1,1,1.21,,,,15.0,5.0,5.0
5289990207784548736,5289990207784548736,1,1,6,8.1565,0.4393,0,1,1,120.3810983568,-61.2571169,2015.5,2.458,0.044,-5.044,11.189,16.175,17.102,15.223,,,core,1,1,1,1.744,0,0,0.975,,,,,,
5291091643557243648,5291091643557243648,1,1,3,0.9571,0.9302,0,1,2,120.3656096328,-59.4407776531,2015.5,2.349,0.02,-5.675,10.148,14.715,15.353,13.838,,,halo,0,1,0,1.381,1,0,0.99,,,,,,
5488310631914729472,5488310631914729472,1,1,2,6.2474,0.2173,0,1,1,117.6817834136,-54.890144692,2015.5,1.516,0.048,-3.323,7.048,16.634,17.438,15.751,,,halo,0,1,0,1.553,0,0,1.016,,,,,,
5289670834016192512,5289670834017270272,1,1,6,11.5798,0.1075,0,1,2,122.9222163419,-61.8198258174,2015.5,2.353,0.047,-6.146,11.03,16.275,17.208,15.327,,,halo,0,1,1,1.747,0,0,0.949,,,,,,
5289379051116750592,5289379051116750592,1,1,9,0.2534,0.257,0,1,1,117.0578789645,-61.3189692201,2015.5,2.385,0.033,-4.439,11.488,15.879,16.74,14.964,,,halo,0,1,1,1.641,0,0,1.017,,,,,,
5275277573972983040,5275277573972983040,1,1,9,3.0248,0.1212,0,1,1,115.6652891309,-66.1061150076,2015.5,3.02,0.038,-3.986,14.947,15.359,16.383,14.353,,,halo,0,1,1,1.896,1,0,1.127,,,,,,
5275281349246071040,5275281349246071040,1,1,9,9.0574,0.1689,0,1,1,115.1441459244,-66.1823279565,2015.5,2.767,0.024,-3.822,13.404,14.716,15.382,13.942,,,halo,0,1,0,1.306,0,0,0.944,,,,,,
5275942537989554176,5275942537989554176,1,1,7,8.3861,0.3321,0,1,2,120.0628462797,-63.8687517683,2015.5,2.496,0.035,-3.993,12.091,15.549,16.344,14.679,,,halo,0,1,0,1.531,0,0,1.013,,,,,,
5488959687372006912,5488959687372006912,1,1,2,3.5858,0.3351,0,1,3,115.6443785341,-54.3040084247,2015.5,2.082,0.031,-3.282,9.932,15.901,16.71,15.024,,,halo,0,1,0,1.552,0,0,1.045,,,,,,
5290834735794742272,5290834735794742272,1,1,5,6.4994,0.436,0,1,2,119.7057523498,-60.4725465547,2015.5,2.327,0.047,-4.954,10.57,16.599,17.623,15.571,,,core,1,1,1,1.918,0,0,0.942,25.4,26.4,20.5,,,
5295775700530056192,5295775700530056192,1,1,3,9.2617,0.1355,0,1,2,118.6547051411,-56.2772250088,2015.5,1.853,0.037,-3.193,8.302,16.066,16.836,15.205,,,halo,0,1,0,1.497,0,0,1.057,,,,,,
5290885863084040704,5290885863084040704,1,1,7,3.6728,0.1572,0,1,1,117.8707018233,-61.1013930568,2015.5,2.383,0.028,-4.14,11.165,12.628,12.976,12.116,21.7,2.54,core,1,1,1,0.726,0,0,1.081,,,,,,
5290735985906343680,5290735985906343680,1,1,7,8.9396,0.2222,0,1,1,119.0362055528,-60.757349682,2015.5,2.476,0.032,-5.001,11.519,15.801,16.651,14.902,,,core,1,1,1,1.615,0,0,0.943,22.0,8.0,7.0,,,
5289698768483305216,5289698768483305216,1,1,7,5.5046,0.3815,0,1,1,121.5283282706,-62.0746488303,2015.5,2.506,0.027,-5.297,10.909,13.601,14.133,12.924,,,halo,0,1,0,1.075,1,1,2.504,,,,,,
5489457697419921536,5489457697419921536,1,1,2,7.1294,0.5655,0,1,1,116.9413489993,-53.0827597349,2015.5,2.077,0.03,-5.073,9.52,15.603,16.328,14.772,,,halo,0,1,0,1.422,0,0,0.988,,,,,,
5295247247753242624,5295247247753242624,1,1,3,0.2596,0.7747,0,1,1,116.4251184424,-57.495069182,2015.5,2.49,0.038,-4.64,11.536,15.854,16.919,14.828,,,halo,0,1,0,1.957,1,0,1.1,,,,,,
5289971447367604224,5289971447367604224,1,1,6,6.7827,0.3757,0,1,1,120.3453905081,-61.5030188375,2015.5,2.358,0.017,-4.775,11.178,14.491,15.056,13.788,,,core,1,1,1,1.134,0,0,0.959,,,,,,
5290730488348194304,5290730488348194304,1,1,7,0.1662,0.3564,0,1,1,118.8123825732,-60.8052794298,2015.5,2.384,0.021,-3.86,11.127,11.469,11.729,11.061,32.44,3.94,core,1,1,0,0.534,0,0,0.775,19.2,5.0,5.0,-1.5,14.8,5.0
5289661110210356864,5289661110210356864,1,1,6,8.2927,0.088,0,1,1,122.5578826566,-62.0501834581,2015.5,2.309,0.086,-5.183,11.319,16.85,17.987,15.745,,,halo,0,1,1,2.108,0,1,1.579,,,,,,
5290029103008123520,5290029103008123520,1,1,5,1.1057,0.0991,0,1,2,120.8301404992,-60.7808599535,2015.5,2.448,0.027,-5.177,11.598,15.311,16.201,14.376,,,core,1,1,1,1.69,1,0,1.012,,,,,,
5278016801035940352,5278016801035940352,1,1,6,1.179,0.4262,0,1,1,123.9408655069,-62.0745268123,2015.5,2.098,0.087,-4.35,8.489,15.392,16.178,14.507,,,halo,0,1,0,1.536,1,1,3.038,,,,,,
5290905310695346944,5290905310695346944,1,1,7,0.8579,0.8086,0,1,1,117.7175707816,-60.8451415418,2015.5,2.311,0.026,-4.526,10.967,15.448,16.163,14.627,,,core,1,1,1,1.402,0,0,1.007,,,,,,
5290704409306836608,5290704409306836608,1,1,7,5.1083,0.6218,0,1,2,118.5646000855,-60.9688243648,2015.5,2.405,0.014,-4.57,11.248,13.994,14.539,13.303,,,core,1,1,1,1.102,1,0,1.016,197.4,5.0,5.0,163.6,5.0,7.9
5290938708361319424,5290938708361319424,1,1,3,11.4347,0.0937,0,1,2,118.4592555672,-60.5214826461,2015.5,2.454,0.03,-4.422,10.883,15.614,16.56,14.648,,,core,1,1,1,1.778,1,0,1.075,,,,,,
5290773060065010560,5290773060065010560,1,1,6,8.9351,0.2135,0,1,2,120.3649169885,-60.6946193882,2015.5,2.392,0.031,-5.347,11.597,15.879,16.738,14.978,,,core,1,1,1,1.625,0,0,0.995,36.6,11.4,5.6,,,
5289913001453023360,5289913001453023360,1,1,6,3.3348,0.2528,0,1,1,121.4118295897,-61.5110288331,2015.5,2.41,0.018,-6.244,10.541,12.945,13.332,12.404,,,halo,0,1,0,0.794,0,0,1.002,,,,,,
5289956329082830208,5289956329082830208,1,1,5,6.4313,0.3168,0,1,1,121.4647142271,-61.2078683368,2015.5,2.049,0.073,-5.633,10.399,16.326,17.334,15.317,,,halo,0,1,0,1.883,1,1,1.967,,,,,,
5488164706105432064,5488164706105432064,1,1,2,1.773,0.45,0,1,1,115.992807298,-55.0020181786,2015.5,1.805,0.02,-3.263,8.074,13.043,13.376,12.552,,,halo,0,1,0,0.69,0,0,0.942,,,,,,
5277965364507849472,5277965364507849472,1,1,6,3.179,0.2009,0,1,1,124.2521662846,-62.200029598,2015.5,2.43,0.021,-5.41,10.983,12.915,13.289,12.371,,,halo,0,1,0,0.784,0,1,1.541,,,,124.1,5.0,5.0
5290964443805721216,5290964443805721216,1,1,7,1.8678,0.203,0,1,1,117.7868437865,-60.5979833613,2015.5,2.36,0.015,-5.107,10.698,14.519,15.106,13.801,,,core,1,1,0,1.171,0,0,0.991,,,,,,
5488558503067766528,5488558503067766528,1,1,2,8.581,0.219,0,1,2,116.7378066369,-54.4282488385,2015.5,1.843,0.029,-2.827,8.96,14.988,15.58,14.257,,,halo,0,1,0,1.188,0,1,1.333,,,,,,
5287909691265417472,5287909691265417472,1,1,11,7.7019,0.1719,0,1,1,117.408381455,-63.7611545538,2015.5,2.518,0.018,-4.019,12.1,14.439,15.006,13.742,,,halo,0,1,1,1.13,0,0,1.031,,,,,,
5290718565519306752,5290718565519306752,1,1,7,0.3053,0.4235,0,1,2,119.3311516995,-60.941236031,2015.5,2.359,0.022,-2.339,10.875,14.681,15.449,13.812,,,halo,0,1,0,1.503,1,0,1.045,,,,,,
5290724166156426112,5290724166156426112,1,1,7,0.314,0.3305,0,1,1,119.2007016478,-60.7752624752,2015.5,2.491,0.026,-4.04,10.845,14.817,15.596,13.944,,,core,1,1,0,1.518,1,1,1.203,25.9,9.5,11.0,,,
5314372359169522816,5314372359169522816,1,1,2,9.7254,0.1519,0,1,2,126.0281959498,-59.3845805211,2015.5,2.284,0.023,-6.296,9.193,15.179,15.855,14.382,,,halo,0,1,0,1.339,0,0,1.004,,,,,,
5290835113751864704,5290835113751864704,1,1,5,6.4538,0.6677,0,1,1,119.7234488657,-60.4690758964,2015.5,2.421,0.018,-4.314,10.91,14.908,15.547,14.144,,,core,1,1,1,1.269,0,0,0.973,141.1,5.9,5.0,,,
5512720889564249216,5512720889564249216,1,1,2,1.1404,0.6715,0,1,2,119.6473452676,-52.9237487752,2015.5,3.455,0.022,-7.523,14.046,12.453,12.868,11.887,,,halo,0,1,0,0.846,0,1,2.415,,,,,,
5289893828717390720,5289893828717390720,1,1,6,2.3076,0.2075,0,1,3,120.0627982889,-61.3937988112,2015.5,2.194,0.079,-4.398,11.958,15.728,16.723,14.699,,,halo,0,1,0,1.889,1,1,2.763,,,,,,
5277612249475431040,5277612249475431040,1,1,5,0.5583,0.8784,0,1,1,122.2657707537,-62.6420802017,2015.5,2.648,0.013,-5.632,12.331,13.855,14.4,13.171,,,halo,0,1,1,1.095,1,0,0.96,,,,,,
5290728834785867264,5290728834785867264,1,1,7,2.9005,0.3776,0,1,1,118.7091202134,-60.8446061345,2015.5,2.375,0.022,-4.547,11.259,12.838,13.211,12.311,,,core,1,1,1,0.766,0,0,1.183,111.6,5.0,5.0,,,
5291047968031896576,5291047968031896576,1,1,5,1.4719,0.0952,0,1,1,118.9879781754,-60.1114425328,2015.5,2.352,0.02,-4.578,10.686,12.059,12.36,11.606,23.77,2.43,core,1,1,1,0.62,0,0,1.006,,,,,,
5295297378611828864,5295297378611828864,1,1,3,5.5496,0.4113,0,1,1,118.348778706,-57.3788868937,2015.5,1.854,0.016,-4.064,8.695,14.574,15.107,13.896,,,halo,0,1,0,1.076,0,0,1.038,,,,,,
5287976688457405184,5287976688457405184,1,1,7,1.8796,0.2395,0,1,1,119.895476435,-63.4483078823,2015.5,2.85,0.024,-4.858,13.814,11.935,12.26,11.451,22.93,1.94,halo,0,1,0,0.675,0,1,1.699,,,,,,
5292567737915568128,5292567737915568128,1,1,8,1.6094,0.5032,0,1,1,116.2841416806,-59.9088202179,2015.5,2.418,0.017,-3.875,11.677,14.381,14.937,13.676,,,halo,0,1,1,1.126,0,0,1.053,,,,307.7,23.0,18.7
5290810443460203520,5290810443460203520,1,1,5,8.9675,0.3714,0,1,1,120.8406564921,-60.3164340112,2015.5,2.421,0.033,-5.249,10.793,16.013,16.907,15.09,,,core,1,1,1,1.682,0,0,0.975,,,,,,
5293996484557593856,5293996484557593856,1,1,2,10.5691,0.1225,0,1,1,117.3400425671,-60.0213577096,2015.5,2.428,0.025,-4.075,12.029,15.438,16.207,14.582,,,halo,0,1,0,1.49,0,0,1.016,,,,,,
5289749036780140032,5289749036780140032,1,1,6,9.3315,0.1494,0,1,1,121.9936747713,-61.4593428404,2015.5,2.406,0.023,-5.025,11.012,15.244,15.95,14.431,,,halo,0,1,1,1.384,0,0,0.979,,,,,,
5290641599705993728,5290641599705993728,1,1,6,7.5376,0.1259,0,1,1,119.5224813099,-61.4164966585,2015.5,2.43,0.017,-4.499,11.003,14.607,15.205,13.877,,,core,1,1,1,1.194,0,0,0.953,,,,,,
5288320358858313856,5288320358858313856,1,1,8,8.4816,0.3411,0,1,1,118.1219938137,-62.5050191249,2015.5,2.385,0.041,-4.247,11.835,15.851,16.715,14.951,,,halo,0,1,1,1.629,0,0,1.028,,,,,,
5290775293447912320,5290775293447912320,1,1,6,0.7436,0.5964,0,1,1,120.1081099965,-60.6831161672,2015.5,2.362,0.017,-5.686,9.919,14.119,14.746,13.356,,,core,1,1,0,1.256,1,1,1.625,,,,,,
5290906341487501824,5290906341487501824,1,1,7,0.2749,0.1595,0,1,4,117.6824982802,-60.8120831138,2015.5,2.558,0.05,-4.513,11.093,16.662,17.755,15.613,,,halo,0,1,1,2.008,0,1,1.226,,,,,,
5293874301327760896,5293874301327760896,1,1,5,6.5655,0.4831,0,1,1,114.0942386877,-58.267584548,2015.5,2.865,0.014,-5.453,14.751,13.501,13.992,12.864,,,halo,0,1,0,0.994,0,0,0.902,,,,151.0,7.3,8.6
5289787073010871424,5289787073010871424,1,1,6,5.7158,0.4273,0,1,1,119.3138712033,-62.2325393122,2015.5,2.779,0.044,-4.95,13.547,13.654,14.148,13.014,,,halo,0,1,0,0.999,0,1,4.866,,,,,,
5290960011398794752,5290960011398794752,1,1,7,1.3825,0.0878,0,1,1,117.2691084628,-60.6867482462,2015.5,2.337,0.069,-4.026,11.548,17.06,18.219,15.991,,,halo,0,1,1,2.094,0,0,0.866,,,,,,
5295330604478561792,5295330604478561792,1,1,2,10.7801,0.092,0,1,2,117.4592729542,-57.4063632429,2015.5,2.123,0.053,-3.59,9.704,16.573,17.566,15.584,,,halo,0,1,1,1.848,0,0,0.974,,,,,,
5290667541308087168,5290667541308087168,1,1,6,3.1389,0.3868,0,1,1,119.6452012918,-61.0532974675,2015.5,2.465,0.018,-5.887,11.403,12.901,13.284,12.366,,,core,1,1,0,0.784,0,0,1.137,129.8,5.0,5.0,137.2,5.0,5.0
5291007599637034112,5291007599637034112,1,1,5,0.4897,0.1543,0,1,2,118.6004917276,-59.9437785137,2015.5,2.364,0.049,-4.979,10.429,16.173,17.133,15.12,,,halo,0,1,1,1.879,1,0,1.144,,,,,,
5288230920459892608,5288230920459892608,1,1,11,6.0333,0.2323,0,1,2,117.5506997044,-63.1551292213,2015.5,2.398,0.016,-4.167,11.502,14.088,14.594,13.441,,,halo,0,1,1,1.019,0,0,0.996,,,,,,
5291005297534450560,5291005297534450560,1,1,5,4.2304,0.3643,0,1,2,118.3915818627,-60.0579485308,2015.5,2.443,0.014,-3.525,11.274,13.215,13.619,12.65,18.63,9.16,core,1,1,0,0.835,0,0,0.965,,,,,,
5290747771297885824,5290747771297885824,1,1,6,0.9824,0.5995,0,1,1,120.1483005792,-61.0225433992,2015.5,2.75,0.042,-4.255,12.483,14.695,15.331,13.918,,,halo,0,1,0,1.279,0,1,2.899,216.4,6.9,5.7,,,
5289994502751632384,5289994502751632384,1,1,6,4.4653,0.2704,0,1,1,120.1793885651,-61.1031705258,2015.5,2.447,0.027,-4.795,11.201,14.941,15.585,14.176,,,core,1,1,1,1.275,0,0,0.945,141.2,7.0,5.0,,,
5290381359046749056,5290381359046749056,1,1,3,11.8529,0.1399,0,1,3,122.7390891426,-60.3880299417,2015.5,1.884,0.052,-4.136,9.064,15.884,16.837,14.922,,,halo,0,1,0,1.781,1,1,1.211,,,,,,
5290714957746593536,5290714957746593536,1,1,7,0.779,0.7721,0,1,1,118.7709068412,-60.9918338278,2015.5,2.407,0.026,-4.685,11.499,15.63,16.47,14.714,,,core,1,1,1,1.621,0,0,0.974,,,,,,
5494143708599177728,5494143708599177728,1,1,2,3.8017,0.4491,0,1,1,114.1661025116,-49.8168881818,2015.5,1.796,0.016,-3.746,8.54,13.812,14.229,13.238,,,halo,0,1,0,0.857,0,0,0.945,,,,,,
5294279540082460928,5294279540082460928,1,1,4,11.0032,0.1036,0,1,1,116.8516682638,-59.2031833489,2015.5,2.717,0.03,-3.273,13.639,15.203,15.99,14.299,,,halo,0,1,0,1.557,0,1,1.686,,,,,,
5289813117692497536,5289813117692497536,1,1,6,0.5403,0.5616,0,1,1,119.771989343,-62.0704367307,2015.5,2.473,0.024,-5.163,11.762,14.967,15.644,14.168,,,halo,0,1,1,1.342,0,0,1.013,,,,,,
5295303769523077248,5295303769523077248,1,1,3,6.0742,0.4948,0,1,1,118.0940973745,-57.3821667677,2015.5,2.495,0.016,-4.693,10.505,14.07,14.654,13.349,,,halo,0,1,1,1.17,1,0,1.116,,,,,,
5488272904922386816,5488272904922386816,1,1,2,5.3251,0.1446,0,1,2,117.2804766087,-55.3055773629,2015.5,1.95,0.068,-4.24,9.096,16.724,17.698,15.734,,,halo,0,1,1,1.83,0,0,1.126,,,,,,
5290737188497096064,5290737188497096064,1,1,7,1.3981,0.0952,0,1,2,119.031972538,-60.6861869718,2015.5,2.447,0.023,-4.85,10.854,12.369,12.695,11.884,26.59,1.95,core,1,1,1,0.676,0,0,1.041,,,,,,
5290816112816893056,5290816112816893056,1,1,7,0.3179,0.1744,0,1,1,119.6443964338,-60.7013165243,2015.5,2.219,0.06,-4.007,10.805,10.196,10.428,9.843,,,halo,0,1,0,0.45,1,1,4.672,,,,,,
5294563935637271552,5294563935637271552,1,1,3,1.8418,0.8074,0,1,2,119.8663396281,-58.5735729344,2015.5,2.317,0.039,-3.51,10.712,14.585,15.171,13.857,,,halo,0,1,0,1.179,0,1,1.698,,,,,,
5290759110011311232,5290759110011311232,1,1,7,7.5759,0.1601,0,1,1,120.2705256635,-60.7929406458,2015.5,2.435,0.018,-5.108,11.301,14.508,15.082,13.803,,,core,1,1,1,1.145,0,0,1.029,86.5,7.1,5.0,,,
5290672179872595840,5290672179872595840,1,1,7,1.9061,0.5522,0,1,2,119.4971249749,-60.9481365202,2015.5,2.441,0.031,-4.761,10.988,12.467,12.836,11.924,28.28,2.52,core,1,1,0,0.777,1,1,2.829,90.0,5.0,5.0,,,
5290742857853957504,5290742857853957504,1,1,5,4.668,0.1861,0,1,1,119.2628468663,-60.5478538865,2015.5,2.479,0.022,-4.946,10.441,12.543,12.89,12.032,42.5,12.53,core,1,1,0,0.723,0,0,1.146,-38.0,104.6,30.5,,,
5289573458516783488,5289573458516783488,1,1,6,3.1858,0.1678,0,1,1,119.470325856,-62.6276593945,2015.5,2.836,0.032,-5.097,13.19,15.946,16.936,14.971,,,halo,0,1,1,1.831,0,0,0.974,,,,,,
5289926573549512064,5289926573549512064,1,1,7,6.7215,0.1872,0,1,1,121.0054915075,-61.5228292534,2015.5,2.478,0.021,-5.259,11.251,14.177,14.698,13.514,,,halo,0,1,1,1.049,0,0,1.012,,,,,,
5289839609050551552,5289839609050551552,1,1,5,4.6902,0.3504,0,1,2,119.1780384043,-62.045914298,2015.5,2.591,0.015,-4.72,12.35,13.325,13.766,12.729,,,halo,0,1,1,0.903,0,0,1.048,,,,,,
5290844734478459648,5290844734478459648,1,1,2,4.211,0.5727,0,1,1,119.944491448,-60.2558887996,2015.5,2.364,0.012,-4.482,11.311,13.188,13.572,12.643,,,core,1,1,1,0.796,0,0,1.048,,,,,,
5290853015175822976,5290853015175822976,1,1,5,9.2374,0.1147,0,1,1,120.6515519014,-60.2508202478,2015.5,2.427,0.051,-5.039,11.111,16.82,17.943,15.779,,,core,1,1,1,2.03,0,0,0.941,,,,,,
5296043706490139520,5296043706490139520,1,1,2,3.7454,0.1972,0,1,1,117.7968684257,-55.8227167685,2015.5,2.02,0.014,-4.047,9.321,13.56,13.956,13.006,,,halo,0,1,0,0.816,0,0,0.937,,,,,,
5289987115408111360,5289987115408111360,1,1,6,1.4859,0.1001,0,1,3,120.7888517712,-61.1100000514,2015.5,2.43,0.024,-5.299,10.807,12.058,12.382,11.574,21.77,4.46,core,1,1,1,0.674,0,0,1.085,,,,,,
5277203368589461760,5277203368589461760,1,1,7,3.5502,0.1556,0,1,2,122.1340539084,-64.0520963879,2015.5,2.385,0.019,-4.57,11.165,13.033,13.422,12.485,,,halo,0,1,0,0.802,0,1,1.259,,,,,,
5290701420009591552,5290701420009591552,1,1,7,8.2927,0.3159,0,1,1,118.4242264,-61.0761503177,2015.5,2.454,0.02,-4.371,10.977,14.766,15.389,14.011,,,core,1,1,1,1.244,0,0,1.014,,,,,,
5288205013216685440,5288205013216685440,1,1,11,0.7074,0.1572,0,1,2,116.7492481796,-62.9141054728,2015.5,2.79,0.064,-3.445,14.586,15.898,17.066,14.822,,,halo,0,1,0,2.109,1,1,1.458,,,,,,
5293928830232232960,5293928830232232960,1,1,5,3.1186,0.2656,0,1,2,113.2201908599,-58.296819606,2015.5,2.547,0.022,-2.825,13.064,14.991,15.694,14.186,,,halo,0,1,0,1.374,0,0,0.981,,,,,,
5290669018776755584,5290669018776755584,1,1,7,6.9731,0.352,0,1,1,119.5900461093,-60.9805896189,2015.5,2.483,0.017,-4.229,12.456,14.306,14.977,13.522,,,core,1,1,0,1.321,1,0,1.187,115.6,6.5,5.0,,,
5290761068516409216,5290761068516409216,1,1,6,5.2087,0.2138,0,1,1,120.4964014928,-60.7246630145,2015.5,2.436,0.012,-5.255,11.47,13.385,13.807,12.809,,,core,1,1,1,0.864,0,0,0.976,,,,,,
5290656099515450752,5290656099515450752,1,1,6,9.8237,0.1297,0,1,1,119.793078489,-61.048756128,2015.5,2.281,0.048,-4.136,10.926,16.323,17.294,15.351,,,halo,0,1,1,1.809,0,0,1.062,32.8,20.0,20.0,,,
5291027390845814912,5291027390845814912,1,1,5,6.6882,0.2852,0,1,1,119.2333477154,-60.3284020229,2015.5,2.403,0.015,-4.009,11.208,14.091,14.592,13.445,,,core,1,1,0,1.013,0,0,0.931,154.4,5.6,5.0,,,
5290643145894030208,5290643145894030208,1,1,6,1.6183,0.3019,0,1,1,119.5080666524,-61.308908613,2015.5,2.384,0.019,-4.147,10.636,14.555,15.217,13.77,,,core,1,1,0,1.313,1,1,1.209,,,,,,
5288036891017209728,5288036891017209728,1,1,7,6.3488,0.1429,0,1,1,118.8457418822,-63.3263381588,2015.5,2.792,0.018,-4.718,13.367,13.613,14.128,12.959,,,halo,0,1,1,1.034,0,0,1.022,,,,,,
5289405748633313024,5289405748633313024,1,1,7,8.0247,0.1674,0,1,1,117.3323615785,-60.9476917075,2015.5,2.416,0.044,-4.404,11.507,16.128,17.058,15.188,,,halo,0,1,1,1.736,0,0,1.036,,,,,,
5488482293167923840,5488482293167923840,1,1,2,1.6143,0.4124,0,1,1,116.8520754185,-54.9906392701,2015.5,1.841,0.017,-3.793,8.845,12.894,13.211,12.428,,,halo,0,1,0,0.649,0,0,1.014,,,,,,
5290673794780226560,5290673794780226560,1,1,3,0.8372,0.146,0,1,1,119.5802020145,-60.8666163304,2015.5,2.388,0.022,-5.665,11.772,14.907,15.531,14.14,,,core,1,1,0,1.257,0,0,1.021,,,,,,
5493832276230589824,5493832276230589824,1,1,2,0.158,0.0993,0,1,1,114.3579288267,-51.0559787443,2015.5,1.619,0.025,-2.816,7.761,15.349,15.911,14.638,,,halo,0,1,0,1.139,0,0,0.978,,,,,,
5489366644110709120,5489366644110709120,1,1,2,7.3365,0.1215,0,1,2,116.9073650661,-53.7007235975,2015.5,1.615,0.026,-3.314,7.935,15.184,15.745,14.474,,,halo,0,1,0,1.136,0,0,0.987,,,,,,
5289094689922654976,5289094689922654976,1,1,6,1.2266,0.2176,0,1,1,117.8980906643,-62.0962550992,2015.5,2.441,0.02,-3.933,11.408,12.152,12.456,11.689,28.66,3.91,halo,0,1,1,0.632,0,0,0.958,,,,52.9,11.3,5.3
